Name	CR	Alignment	Size	Base_Speed	Fly_Speed	Swim_Speed	Source	Type	subtype1	subtype2	subtype3	subtype4	subtype5	subtype6
Shikigami	2	LN	Tiny	30	0	0	PFRPG Bestiary 3	outsider	kami	native				
Shinigami	17	LN	Large	30	0	0	PFRPG Bestiary 3	outsider	extraplanar	lawful				
Shining Child	12	CE	Medium	30	50	0	PFRPG Bestiary 2	outsider	evil	extraplanar				
Ship In A Bottle	2	N	Tiny	0	40	0	AP 57	construct						
Ship Sentinel	7	N	Large	30	0	30	AP 57	construct						
Shipbreaker Sea Serpent	25	CN	Colossal	10	0	40	Tome of Horrors Complete	dragon	aquatic					
Shipwrecker Crab	13	N	Colossal	30	0	40	PFRPG Bestiary 3	vermin	aquatic					
Shira	12	NE	Large	50	0	0	PFRPG Bestiary 3	outsider	div	evil	extraplanar			
Shoanti Gladiators	2	CN	Medium	30	0	0	Magnimar City Of Monuments	humanoid	human					
Shobhad	4	N	Large	40	0	0	PFRPG Bestiary 4	monstrous humanoid						
Shocker Lizard	2	N	Small	40	0	20	PFRPG Bestiary	magical beast						
Shoggoth	19	CN	Huge	50	0	50	PFRPG Bestiary	ooze	aquatic					
Shoggti	7	CE	Large	30	0	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar	qlippoth		
Shoki	9	N	Medium	30	0	0	Inner Sea Bestiary	outsider	extraplanar	psychopomp				
Shredskin	2	NE	Small	0	40	0	PFRPG Bestiary 4	undead						
Shriezyx	4	CE	Medium	30	0	0	PFRPG Bestiary 4	aberration						
Shrroth Demon	12	CE	Huge	20	0	60	Tome of Horrors Complete	outsider	aquatic	chaotic	demon	evil	extraplanar	
Shulsaga	3	N	Medium	30	60	0	PFRPG Bestiary 4	outsider	extraplanar					
Siabrae	15	NE	Medium	20	0	0	The Worldwound	undead	augmented humanoid					
Sifkesh	28	CE	Medium	30	0	0	AP 75	outsider	chaotic	demon	evil	extraplanar		
Silid	0.33	CE	Small	30	0	0	Tome of Horrors Complete	humanoid	goblinoid					
Silvanshee	2	NG	Tiny	30	90	0	PFRPG Bestiary 2	outsider	agathion	extraplanar	good			
Silverfish Swarm	8	N	Fine	30	0	0	Tome of Horrors 4	vermin	swarm					
Simurgh	18	NG	Gargantuan	40	0	0	PFRPG Bestiary 3	magical beast						
Sin Seeker	2	N	Tiny	20	0	0	AP 73	magical beast						
Sinspawn	2	NE	Medium	40	0	0	PFRPG Bestiary 2	aberration						
Siren	5	CN	Medium	30	60	0	PFRPG Bestiary 2	magical beast						
Sirine Flower	3	N	Medium	10	0	0	Tome of Horrors 4	plant						
Siyokoy	10	N	Medium	30	0	60	PFRPG Bestiary 3	aberration	aquatic					
Skaveling	5	CE	Large	20	40	0	PFRPG Bestiary 2	undead						
Skeletal Champion	2	NE	Medium	30	0	0	PFRPG Bestiary	undead						
Skiff Golem	11	N	Huge	40	0	60	Tome of Horrors 4	construct	extraplanar					
Skin Feaster	2	CE	Medium	30	0	0	Tome of Horrors 4	undead						
Skin Stealer	2	CE	Medium	30	0	0	AP 44	fey						
Skin Stitcher	5	CE	Medium	30	0	0	Tome of Horrors Complete	aberration						
Skinstitch	5	N	Large	30	0	0	PFRPG Bestiary 4	construct						
Skitterdark Demon	3	CE	Tiny	20	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Skrik Nettle	6	N	Large	10	30	0	AP 36	magical beast	extraplanar					
Skulk	1	CE	Medium	30	0	0	PFRPG Bestiary 2	humanoid	skulk					
Skulk	1	CE	Medium	30	0	0	Tome of Horrors Complete	humanoid	skulk					
Skull Child	4	NE	Small	20	0	0	Tome of Horrors 4	undead						
Skull Ripper	9	CN	Large	40	0	0	RotRL-AE-Appendix	construct						
Skull Spider	0.25	N	Tiny	20	0	0	Tome of Horrors Revised	vermin						
Skull Spider	0.25	N	Tiny	20	0	0	Tome of Horrors Complete	vermin						
Skull Swarm	1	NE	Tiny	0	40	0	AP 43	undead	swarm					
Skulleton	3	NE	Tiny	0	10	0	Tome of Horrors Complete	undead						
Skum	2	LE	Medium	20	0	40	PFRPG Bestiary	monstrous humanoid	aquatic					
Skunk	0.13	N	Tiny	30	0	0	Tome of Horrors Complete	animal						
Skunk	0.25	N	Tiny	30	0	0	PFRPG Bestiary 3	animal						
Skvader	0.50	N	Tiny	40	0	0	AP 61	magical beast						
Slaad Lord Of Entropy	29	CN	Large	40	0	0	Tome of Horrors Complete	outsider	chaotic	extraplanar				
Slaad Lord Of The Insane	27	CN	Medium	40	0	0	Tome of Horrors Complete	outsider	chaotic	extraplanar	shapechanger			
Slag Giant	7	LN	Large	40	0	0	PFRPG Bestiary 4	humanoid	giant					
Slag Worm	20	N	Gargantuan	30	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar	fire		
Slaughterford	8	NE	Medium	40	0	0	Tome of Horrors Complete	monstrous humanoid						
Sleeping Willow	10	NE	Huge	10	0	0	Tome of Horrors Complete	plant						
Sleipnir	11	N	Large	80	0	0	PFRPG Bestiary 3	magical beast						
Slicer Beetle	4	N	Large	40	20	0	PFRPG Bestiary 2	vermin						
Slime Demodand	13	CE	Medium	40	0	0	Tome of Horrors Complete	Outsider	chaotic	demodand	evil	extraplanar		
Slime Mold	2	N	Large	20	0	0	PFRPG Bestiary 2	ooze						
Slime Mold	3	N	Large	20	0	0	Tome of Horrors Complete	ooze	fungus					
Slimy Demodand	16	CE	Medium	20	0	0	PFRPG Bestiary 3	outsider	chaotic	demodand	evil	extraplanar		
Slinker	2	LE	Small	30	0	0	Tome of Horrors Complete	magical beast						
Slithering Tracker	3	N	Small	10	0	0	Tome of Horrors Complete	ooze						
Slithering Tracker	4	N	Small	10	0	0	PFRPG Bestiary 2	ooze						
Slitherrat	3	N	Medium	30	0	0	Tome of Horrors 4	animal						
Slorath	18	CE	Gargantuan	30	0	0	Tome of Horrors Complete	magical beast	cold					
Sloth	0.17	N	Tiny	5	0	0	PFRPG Bestiary 4	animal						
Sloth Viper	3	N	Large	30	0	30	Tome of Horrors Complete	magical beast						
Slurk	2	N	Medium	30	0	0	PFRPG Bestiary 2	magical beast						
Small Acid Quasi-elemental	1	N	Small	20	0	80	Tome of Horrors Complete	outsider	acid	elemental	extraplanar			
Small Air Elemental	1	N	Small	0	100	0	PFRPG Bestiary	outsider	air	elemental	extraplanar			
Small Barracuda	0.25	N	Small	0	0	70	Tome of Horrors Complete	animal	aquatic					
Small Earth Elemental	1	N	Small	20	0	0	PFRPG Bestiary	outsider	earth	elemental	extraplanar			
Small Fire Elemental	1	N	Small	50	0	0	PFRPG Bestiary	outsider	elemental	extraplanar	fire			
Small Gravity Elemental	1	N	Small	0	100	0	Tome of Horrors Complete	outsider	elemental	extraplanar	gravity			
Small Ice Elemental	1	N	Small	20	0	60	PFRPG Bestiary 2	outsider	air	cold	elemental	extraplanar	water	
Small Lightning Elemental	1	N	Small	0	100	0	PFRPG Bestiary 2	outsider	air	elemental	extraplanar			
Small Lightning Quasi-elemental	3	N	Small	0	60	0	Tome of Horrors Complete	outsider	air	electricity	elemental	extraplanar		
Small Magma Elemental	1	N	Small	20	0	0	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	fire		
Small Monstrous Sea Wasp	0.50	N	Small	0	0	40	Tome of Horrors Complete	vermin	aquatic					
Small Mud Elemental	1	N	Small	20	0	30	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	water		
Small Negative Energy Elemental	2	N	Small	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Small Obsidian Quasi-elemental	0.50	N	Small	20	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Small Positive Energy Elemental	2	N	Small	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Small Salt Elemental	0.50	N	Small	20	0	0	Tome of Horrors 4	outsider	earth	elemental	extraplanar			
Small Smoke Elemental	1	N	Small	0	80	0	Tome of Horrors 4	outsider	air	elemental	extraplanar	fire		
Small Stingray	0.50	N	Small	0	0	30	Tome of Horrors Complete	animal	aquatic					
Small Water Elemental	1	N	Small	20	0	90	PFRPG Bestiary	outsider	elemental	extraplanar	water			
Smilodon	5	N	Medium	40	0	0	Tome of Horrors Complete	animal						
Smoke Dragon	2	N	Small	15	0	0	Tome of Horrors Complete	dragon	air					
Smoke Mephit	3	N	Medium	30	0	0	Tome of Horrors Complete	outsider	air	extraplanar	fire			
Smugglers	2	CN	Medium	30	0	0	Isles Of The Shackles	humanoid	human					
Snake Swarm	2	N	Tiny	20	0	20	PFRPG Bestiary 3	animal	swarm					
Snallygaster	3	CE	Medium	20	60	0	PFRPG Bestiary 4	aberration						
Snapping Turtle	0.33	N	Tiny	10	0	20	PFRPG Bestiary 2	animal						
Snow Leopard	3	N	Medium	40	0	0	Tome of Horrors Complete	animal						
Snowy Owl	0.33	N	Tiny	10	0	0	Reign Of Winter Player's Guide	animal						
Sojourner Of The Sea	15	N	Medium	20	0	0	Tome of Horrors 4	construct						
Solar	23	NG	Large	50	150	0	PFRPG Bestiary	outsider	angel	extraplanar	good			
Soldier Thermite	4	N	Medium	30	0	0	Tome of Horrors Complete	vermin	extraplanar	fire				
Solifugid	3	N	Medium	30	0	0	Tome of Horrors Complete	vermin						
Somalcygot	12	NE	Large	40	0	0	The Moonscar	aberration						
Sonechard	21	CE	Large	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Soucouyant	8	NE	Medium	30	0	0	Isles Of The Shackles	monstrous humanoid						
Soul Eater	7	N	Medium	0	100	0	Tome of Horrors Complete	outsider	extraplanar					
Soul Eater	7	NE	Medium	30	100	0	PFRPG Bestiary 2	outsider	evil	extraplanar				
Soul Knight	6	NE	Medium	30	0	0	Tome of Horrors 4	undead						
Soul Nibbler	2	N	Tiny	15	0	0	Tome of Horrors Complete	magical beast						
Soul Reaper	15	NE	Large	40	0	0	Tome of Horrors Complete	undead						
Soulbound Doll	2	N	Tiny	20	0	0	PFRPG Bestiary 2	construct						
Soulbound Mannequin	7	N	Medium	30	0	0	PFRPG Bestiary 4	construct						
Soulbound Shell	12	N	Medium	30	0	0	PFRPG Bestiary 4	construct						
Soulsliver	2	NE	Medium	40	0	0	PFRPG Bestiary 4	outsider	extraplanar	shapechanger				
Sparksting Swarm	4	N	Diminutive	10	0	0	Tome of Horrors 4	magical beast	swarm					
Spartolos	6	NE	Medium	30	0	0	AP 28	undead						
Spawn Of Juiblex	6	CE	Medium	20	0	0	Tome of Horrors 4	ooze	extraplanar					
Spawn Of Yog-Sothoth	10	CE	Large	30	0	0	PFRPG Bestiary 4	aberration	extraplanar					
Spawning Canker	9	CE	Medium	40	0	0	AP 46	aberration						
Spear Urchin	4	N	Large	5	0	0	AP 37	vermin	aquatic					
Spectre	7	LE	Medium	0	80	0	PFRPG Bestiary	undead	incorporeal					
Spellscar Fext	7	CE	Medium	30	0	0	Inner Sea Bestiary	undead						
Sphinx Colossus	14	N	Gargantuan	30	0	0	Osirion, Legacy Of Pharaohs	construct	colossus	mythicMA				
Sphinx Stone Idol	10	N	Huge	30	0	0	Tome of Horrors 4	construct						
Spider Eater	5	N	Large	30	0	0	PFRPG Bestiary 3	magical beast						
Spider Lich	10	CE	Large	40	0	0	Tome of Horrors 4	undead						
Spider Swarm	1	N	Diminutive	20	0	0	PFRPG Bestiary	vermin	swarm					
Spine Dragon	16	CN	Gargantuan	30	0	0	Inner Sea World Guide	dragon	earth					
Spinosaurus	11	N	Gargantuan	40	0	30	PFRPG Bestiary 3	animal						
Spiny Eurypterid	9	N	Huge	10	0	40	AP 37	vermin	aquatic					
Spire Drake	7	LE	Large	30	60	0	PFRPG Bestiary 4	dragon						
Spire Monkey	0.25	N	Tiny	30	0	0	Tome of Horrors 4	animal						
Spirit Naga	9	CE	Large	40	0	20	PFRPG Bestiary	aberration						
Spirit of Adoration	15	NG	Large	40	60	0	AP 50	outsider	extraplanar	good				
Spirit Oni	2	NE	Tiny	10	0	0	PFRPG Bestiary 3	outsider	native	oni				
Spitting Eurypterid	12	N	Gargantuan	10	0	40	AP 37	vermin	aquatic					
Spitting Gargoyle	5	CE	Medium	40	0	0	Tome of Horrors 4	monstrous humanoid	earth					
Spitting Sea Serpent	9	CE	Large	10	40	0	Tome of Horrors Complete	dragon	aquatic					
Splinter Drake	10	NE	Large	40	0	0	Tome of Horrors Complete	plant						
Spore Rat	2	N	Small	20	0	0	Tome of Horrors Complete	plant	fungus					
Spriggan	3	CE	Small	20	0	0	PFRPG Bestiary 2	humanoid	gnome					
Spring-Heeled Jack	3	CE	Small	40	0	0	PFRPG Bestiary 4	fey						
Sprite	0.33	CN	Diminutive	15	0	0	PFRPG Bestiary 3	fey						
Sprite	1	NG	Small	30	0	0	Tome of Horrors Complete	fey						
Sprite Swarm	5	CN	Diminutive	15	0	0	Fey Revisited	fey	swarm					
Spyglass Archon	3	LG	Medium	40	0	0	Chronicle Of The Righteous	outsider	archon	extraplanar	good	lawful		
Squealer	9	N	Large	40	0	0	Tome of Horrors Complete	magical beast						
Squid	1	N	Medium	0	0	60	PFRPG Bestiary	animal	aquatic					
Squirrel	0.13	N	Diminutive	20	0	0	Animal Archive	animal						
Stabbing Beast	15	NE	Medium	50	0	0	AP 59	outsider	evil	extraplanar	shapechanger			
Stabbing Beast	15	NE	Huge	50	0	0	AP 59	outsider	evil	extraplanar	shapechanger			
Stag	1	N	Medium	50	0	0	PFRPG Bestiary 4	animal						
Stalk Beetle	2	N	Medium	30	0	0	Inner Sea Bestiary	vermin						
Star Archon	19	LG	Large	40	120	0	PFRPG Bestiary 2	outsider	archon	extraplanar	good	lawful		
Star Monarch	9	CG	Huge	30	0	0	Inner Sea Bestiary	magical beast						
Star-Spawn Of Cthulhu	20	CE	Huge	40	60	40	PFRPG Bestiary 4	aberration						
Stegocentipede	5	N	Huge	40	0	0	Tome of Horrors Complete	vermin						
Stegosaurus	7	N	Huge	30	0	0	PFRPG Bestiary	animal						
Stench Beetle	0.50	N	Small	30	0	0	Tome of Horrors 4	vermin						
Stench Kow	3	N	Large	40	0	0	Tome of Horrors Complete	magical beast	extraplanar					
Steward of the Skein	15	N	Medium	50	150	0	AP 44	outsider	extraplanar	shapechanger				
Sthenno	20	LE	Large	30	0	0	Tome of Horrors Complete	outsider	evil	extraplanar	lawful			
Stingray	0.50	N	Medium	0	0	40	PFRPG Bestiary 2	animal	aquatic					
Stirge	0.50	N	Tiny	10	40	0	PFRPG Bestiary	magical beast						
Stirge Demon	10	CE	Large	20	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Stirge Swarm	6	N	Tiny	10	0	0	Tome of Horrors 4	magical beast	swarm					
Stone Colossus	19	N	Colossal	40	0	0	PFRPG Bestiary 4	construct	colossus	mythic				
Stone Giant	8	N	Large	40	0	0	PFRPG Bestiary	humanoid	giant					
Stone Golem	11	N	Large	20	0	0	PFRPG Bestiary	construct						
Stone Guardian Golem	4	N	Medium	20	0	0	Tome of Horrors Complete	construct						
Stone Idol	3	N	Diminutive	10	0	0	AP 27	construct						
Stone Maiden	8	N	Medium	30	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Stone Pudding	9	N	Huge	20	0	0	Tome of Horrors Complete	ooze						
Stone Roper	6	CE	Medium	10	0	0	Tome of Horrors Complete	aberration						
Stone Treant	16	N	Huge	30	0	0	Tome of Horrors 4	outsider	earth	elemental	native			
Storm Drake	7	LE	Large	30	0	0	Tome of Horrors 4	dragon	air					
Storm Giant	13	CG	Huge	50	35	40	PFRPG Bestiary	humanoid	giant					
Storm Hag	7	CE	Medium	30	0	0	AP 72	monstrous humanoid						
Stormghost	15	CE	Large	50	0	0	AP 70	monstrous humanoid						
Stormwarden	1	NE	Medium	30	0	0	Tome of Horrors Complete	humanoid	stormwarden					
Strangle Weed	3	N	Large	0	0	5	Tome of Horrors Complete	plant	aquatic					
Stringy Demodand	15	CE	Medium	40	40	0	AP 77	outsider	chaotic	demodand	evil	extraplanar		
Strix	0.33	N	Medium	30	60	0	Inner Sea World Guide	humanoid	strix					
Stroke Lad	6	NE	Medium	30	0	0	Tome of Horrors Complete	fey						
Stunjelly	3	N	Large	10	0	0	Tome of Horrors Complete	ooze						
Stygian Leviathan	21	NE	Colossal	0	0	60	Tome of Horrors Complete	magical beast	aquatic	extraplanar				
Stygian Spawn	13	NE	Huge	40	0	30	Tome of Horrors 4	outsider	aquatic	evil	extraplanar			
Stygian Turtle-shark	12	NE	Gargantuan	10	0	40	Tome of Horrors Complete	magical beast	aquatic	extraplanar				
Stygira	7	LE	Medium	30	0	0	AP 33	monstrous humanoid						
Stymphalian Bird	4	N	Medium	40	0	0	Tome of Horrors Complete	magical beast						
Stymphalides Swarm	6	N	Tiny	10	60	0	AP 26	magical beast	swarm					
Stymphalidies	8	N	Large	20	0	0	PFRPG Bestiary 3	magical beast						
Styracosaurus	5	N	Large	40	0	0	PFRPG Bestiary 4	animal						
Succubus	7	CE	Medium	30	50	0	PFRPG Bestiary	outsider	chaotic	demon	evil	extraplanar		
Sudoth	3	N	Medium	5	0	30	Tome of Horrors Complete	aberration	aquatic					
Suijin	14	N	Large	30	60	60	AP 52	outsider	kami	native	water			
Suli	0.50	N	Medium	20	0	0	PFRPG Bestiary 3	outsider	native					
Susir	23	N	Huge	0	120	0	Tome of Horrors 4	outsider	air	elemental	extraplanar			
Suspiridaemon	7	NE	Medium	30	0	0	Horsemen Of The Apocalypse	outsider	daemon	evil	extraplanar			
Svartalfar	8	LE	Medium	40	0	0	PFRPG Bestiary 4	fey	extraplanar					
Svathurim	11	CE	Huge	50	0	0	AP 69	monstrous humanoid	cold					
Svirfneblin	1	N	Small	20	0	0	PFRPG Bestiary	humanoid	gnome					
Swamp Barracuda	2	N	Medium	10	0	60	Magnimar City Of Monuments	animal	aquatic					
Swamp Troll	3	CE	Large	30	0	30	Tome of Horrors Complete	humanoid	giant					
Swan Maiden	6	CG	Medium	30	40	0	PFRPG Bestiary 4	fey	shapechanger					
Sword Spider	10	N	Large	20	0	0	Tome of Horrors 4	construct						
Sword Wight	6	LE	Medium	20	0	0	Tome of Horrors 4	undead						
Swordfish	2	N	Large	0	0	70	AP 56	animal	aquatic					
Swordtooth Shark	3	N	Large	0	0	60	Tome of Horrors 4	animal	aquatic					
Sylph	0.50	N	Medium	30	0	0	PFRPG Bestiary 2	outsider	native					
Syrinx	0.33	LE	Medium	30	0	0	Inner Sea Bestiary	humanoid	syrinx					
T'shann	2	N	Small	5	0	0	Tome of Horrors Complete	aberration						
Tabaxi	2	CN	Medium	40	0	0	Tome of Horrors Complete	humanoid	tabaxi					
Taer	2	N	Medium	50	0	0	Tome of Horrors Complete	monstrous humanoid	cold					
Taiga Giant	12	CN	Huge	40	0	0	PFRPG Bestiary 2	humanoid	giant					
Taiga Linnorm	19	CE	Colossal	40	0	60	PFRPG Bestiary 3	dragon						
Tallow Golem	7	N	Medium	20	0	0	Tome of Horrors Complete	construct						
Talorani	0.50	CN	Medium	20	0	30	Tome of Horrors 4	humanoid	aquatic	talorani				
Tangtal	3	NE	Medium	40	0	0	Tome of Horrors Complete	magical beast						
Taniniver	18	NE	Huge	30	200	0	PFRPG Bestiary 4	dragon						
Tanuki	4	CN	Medium	30	0	0	PFRPG Bestiary 3	monstrous humanoid	shapechanger					
Taotieh	11	N	Large	40	0	0	PFRPG Bestiary 3	construct						
Tarn Linnorm	20	CE	Colossal	40	100	80	PFRPG Bestiary	dragon	aquatic					
Tarrasque	25	N	Colossal	40	0	0	PFRPG Bestiary	magical beast						
Tarry Demodand	13	CE	Medium	40	0	0	PFRPG Bestiary 3	outsider	chaotic	demodand	evil	extraplanar		
Tataka	15	LE	Large	40	0	0	PFRPG Bestiary 3	outsider	native	rakshasa	shapechanger			
Tatzlwyrm	2	N	Medium	30	0	0	PFRPG Bestiary 3	dragon						
Tazelwurm	5	N	Large	40	0	0	Tome of Horrors Complete	magical beast						
Tear of Nuruu'gal	6	CN	Small	10	0	0	Lost Cities Of Golarion	ooze	fire					
Temerdaemon	14	NE	Large	30	0	0	Horsemen Of The Apocalypse	outsider	daemon	evil	extraplanar			
Tempest Behemoth	22	N	Colossal	40	0	0	PFRPG Bestiary 3	magical beast	air	behemoth				
Temporal Crawler	6	N	Medium	40	0	0	Tome of Horrors Complete	magical beast	time					
Tendriculos	6	N	Huge	20	0	0	PFRPG Bestiary 2	plant						
Tendrul	7	NE	Large	10	0	0	Tome of Horrors Complete	aberration	aquatic					
Tenebrous Worm	8	N	Medium	20	0	0	PFRPG Bestiary 2	outsider	extraplanar					
Tengu	0.50	N	Medium	30	0	0	PFRPG Bestiary	humanoid	tengu					
Tentacled Horror	10	CE	Huge	30	0	0	Tome of Horrors Complete	aberration						
Tentamort	4	N	Medium	5	0	0	Tome of Horrors Complete	aberration						
Tentamort	4	N	Medium	20	0	0	PFRPG Bestiary 2	aberration						
Termagant	17	LE	Large	20	0	0	Inner Sea Bestiary	outsider	evil	extraplanar	kyton	lawful		
Terra-Cotta Soldier	6	N	Medium	30	0	0	PFRPG Bestiary 3	construct						
Terry Demodand	10	CE	Medium	40	0	0	Tome of Horrors Complete	Outsider	chaotic	demodand	evil	extraplanar		
Tether	3	LE	Small	30	0	0	Tome of Horrors Complete	magical beast						
Tetrolimulus	11	NE	Large	50	0	50	AP 58	magical beast	aquatic					
Thalassic Behemoth	20	N	Colossal	20	0	200	PFRPG Bestiary 3	magical beast	aquatic	behemoth	water			
Thanadaemon	13	NE	Medium	30	0	0	PFRPG Bestiary 2	outsider	daemon	evil	extraplanar			
Thanatotic Titan	22	CE	Colossal	60	0	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar			
Thawn	2	CE	Large	30	0	0	AP 31	humanoid	giant					
The First Owlbear	10	N	Large	30	0	0	Mythic Adventures	magical beast	mythic					
The Oinodaemon	37	NE	Large	40	0	0	Tome of Horrors Complete	outsider	daemon	evil	extraplanar			
The Old Man	15	LN	Medium	80	0	30	AP 53	outsider	extraplanar	lawful				
The Ravager	30	N	Gargantuan	20	0	0	Tome of Horrors 4	magical beast						
The Ravager	30	N	Gargantuan	50	0	0	Tome of Horrors 4	magical beast						
The Ravager	30	N	Gargantuan	70	0	0	Tome of Horrors 4	magical beast						
Theletos	7	N	Medium	30	30	0	PFRPG Bestiary 2	outsider	aeon	extraplanar				
Thin Man	4	CN	Medium	30	0	0	Inner Sea Bestiary	fey						
Thoqqua	2	N	Medium	30	0	0	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	fire		
Thorny	3	N	Medium	50	0	0	Tome of Horrors Complete	plant						
Thought Eater	2	N	Small	40	0	0	Tome of Horrors 4	aberration						
Thoxel	5	CE	Medium	20	0	0	AP 74	outsider	chaotic	demon	evil	extraplanar		
Thrasfyr	17	CE	Huge	50	0	0	PFRPG Bestiary 2	magical beast	fire					
Thriae Queen	18	LN	Huge	30	0	0	PFRPG Bestiary 3	monstrous humanoid						
Thriae Seer	11	LN	Medium	30	0	0	PFRPG Bestiary 3	monstrous humanoid						
Thriae Soldier	4	LN	Medium	30	0	0	PFRPG Bestiary 3	monstrous humanoid						
Thrush	0.33	N	Diminutive	10	40	0	Ultimate Magic	animal						
Thulgant	18	CE	Large	40	60	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar	qlippoth		
Thunder Beast	5	N	Huge	30	0	0	Tome of Horrors Complete	magical beast						
Thunder Behemoth	18	N	Colossal	30	0	0	PFRPG Bestiary 3	magical beast	behemoth	earth				
Thunderbird	11	N	Gargantuan	30	120	0	PFRPG Bestiary 2	magical beast						
Thundershrike	9	N	Huge	20	0	0	Tome of Horrors Complete	magical beast						
Thylacine	0.50	N	Small	30	0	0	PFRPG Bestiary 3	animal						
Tiberolith	10	N	Huge	30	0	0	PFRPG Bestiary 4	construct						
Tick Swarm	9	N	Fine	30	0	0	PFRPG Bestiary 2	vermin	swarm					
Tidepool Dragon	3	CN	Tiny	10	0	60	AP 55	dragon	aquatic					
Tiefling	0.50	NE	Medium	30	0	0	PFRPG Bestiary	outsider	native					
Tiger	4	N	Large	40	0	0	PFRPG Bestiary	animal						
Tiger Fish	1	N	Medium	0	0	50	AP 56	animal	aquatic					
Tikbalang	9	CE	Large	40	0	0	PFRPG Bestiary 4	monstrous humanoid						
Tikoloshe	3	CE	Small	20	0	30	AP 40	undead	aquatic					
Timber Wolf	2	N	Medium	30	0	0	AP 67	animal						
Time Flayer	12	NE	Medium	40	0	0	Tome of Horrors Complete	outsider	extraplanar	time				
Tiny Monstrous Sea Wasp	0.25	N	Tiny	0	0	30	Tome of Horrors Complete	vermin	aquatic					
Titan Centipede	9	N	Colossal	60	0	0	PFRPG Bestiary 2	vermin						
Titivilus	20	LE	Medium	50	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Toad	0.13	N	Diminutive	5	0	0	PFRPG Bestiary	animal						
Tobongo	12	N	Gargantuan	40	0	0	Heart of the Jungle	plant						
Tojanida	5	N	Medium	10	0	90	PFRPG Bestiary 3	outsider	extraplanar	water				
Tombotu	4	N	Large	30	0	0	Tome of Horrors 4	monstrous humanoid						
Tombstone Fairy	9	NE	Small	20	0	0	Tome of Horrors Complete	fey						
Tooth Fairy	0.25	CE	Diminutive	15	60	0	PFRPG Bestiary 4	fey	extraplanar					
Tophet	10	N	Large	20	0	0	PFRPG Bestiary 3	construct						
Tor Linnorm	21	CE	Colossal	40	100	60	PFRPG Bestiary 3	dragon						
Tormentor Devil	7	LE	Medium	30	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Toshigami	15	NG	Medium	60	0	0	PFRPG Bestiary 3	outsider	kami	native				
Totenmaske	7	NE	Medium	50	0	0	PFRPG Bestiary 2	undead	shapechanger					
Transposer	5	N	Medium	30	0	0	Tome of Horrors Complete	aberration						
Trapper	8	N	Huge	10	0	0	PFRPG Bestiary 4	aberration						
Trapper	8	N	Huge	10	0	0	Tome of Horrors Complete	aberration						
Treant	8	NG	Huge	30	0	0	PFRPG Bestiary	plant						
Trench Mist	10	NE	Gargantuan	0	0	0	AP 71	aberration	air					
Trench Zombie	6	LN	Medium	30	0	0	AP 71	undead	augmented human	human				
Tri-flower Frond	2	N	Medium	0	0	0	Tome of Horrors Complete	plant						
Triaxian	0.50	N	Medium	20	0	0	AP 70	humanoid	Triaxian					
Tribal Totem	6	N	Medium	20	0	0	AP 39	construct						
Triceratops	8	N	Huge	30	0	0	PFRPG Bestiary	animal						
Tripurasura	2	LE	Tiny	20	0	0	PFRPG Bestiary 3	outsider	asura	evil	extraplanar	lawful		
Triton	2	NG	Medium	5	0	40	PFRPG Bestiary 2	outsider	native	water				
Troblin	2	CE	Medium	30	0	0	Tome of Horrors Complete	humanoid	goblinoid					
Troglodyte	1	CE	Medium	30	0	0	PFRPG Bestiary	humanoid	reptilian					
Troll	5	CE	Large	30	0	0	PFRPG Bestiary	humanoid	giant					
Trollhound	3	N	Medium	40	0	0	PFRPG Bestiary 3	magical beast						
Trox	2	CN	Large	40	0	0	PFRPG Bestiary 4	monstrous humanoid						
Trumpet Archon	14	LG	Medium	40	90	0	PFRPG Bestiary	outsider	archon	extraplanar	good	lawful		
Trumpeter Swan	0.33	N	Small	10	100	0	PFRPG Bestiary 4	animal						
Tsathar	2	CE	Medium	30	0	30	Tome of Horrors Complete	monstrous humanoid	aquatic					
Tsathar Scourge	3	CE	Medium	30	30	0	Tome of Horrors Complete	monstrous humanoid	aquatic					
Tsathogga	30	CE	Colossal	40	0	20	Tome of Horrors Complete	outsider	aquatic	chaotic	demon	evil	extraplanar	
Tuatara	0.25	N	Tiny	20	0	0	PFRPG Bestiary 4	animal						
Tunche	17	CN	Huge	50	0	20	PFRPG Bestiary 4	fey						
